Name,Latitude,Longitude,Address,City,Post Code,Phone,Opening Times,,,,,,,,,,,,,,,
St David's Dewi Sant,51.4796961,-3.1734461,11 Bridge Street,Cardiff,CF10 2EF,0292 0367600,"Mon: 09:30 - 20:00, Tue: 09:30 - 20:00, Wed: 09:30 - 20:00, Thu: 09:30 - 20:00, Fri: 09:30 - 20:00, Sat: 09:30 - 19:00, Sun: 11:00 - 17:00",,,,,,,,,,,,,,,
St Fagans National History Museum,51.4868479,-3.2736503,St. Fagans,Cardiff,CE5 6XB,0300 1112333,"Mon: 10:00 - 17:00, Tue: 10:00 - 17:00, Wed: 10:00 - 17:00, Thu: 10:00 - 17:00, Fri: 10:00 - 17:00, Sat: 10:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
St Helier Changing Places,49.185806,-2.109772,Town Hall Seale Street Offices,St Helier,JE2 3QG,0153 4811811,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
St Mark's Toilets Newark,53.075632,-0.8103546,St. Mark,Notts,NG24 1XT,0163 6650000,"Mon: 08:30 - 17:30, Tue: 08:30 - 17:30, Wed: 08:30 - 17:30, Thu: 08:30 - 17:30, Fri: 08:30 - 17:30, Sat: 10:00 - 16:00, Sun: 10:00 - 16:00",,,,,,,,,,,,,,,
St Stephen's Shopping Centre,53.7452678,-0.3475553,110 Ferensway,Hull,HU2 8LN,0292 0367600,"Mon: 09:00 - 19:00, Tue: 09:00 - 19:00, Wed: 09:00 - 19:00, Thu: 09:00 - 20:00, Fri: 09:00 - 19:00, Sat: 09:00 - 18:00, Sun: 11:00 - 20:00",,,,,,,,,,,,,,,
St Enoch Centre,55.8576556,-4.2553751,55 St. Enoch Square,Glasgow,G1 4BW,0141 2853734,"Mon: 09:00 - 18:00, Tue: 09:00 - 18:00, Wed: 09:00 - 18:00, Thu: 09:00 - 20:00, Fri: 09:00 - 18:00, Sat: 09:00 - 18:00, Sun: 10:00 - 18:00",,,,,,,,,,,,,,,
St. Helens Central Library,53.4537152,-2.7346068,The Gamble Institute,St Helens,WA10 1DY,0174 4676150,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: 09:30 - 16:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Stade Public Toilets,50.8553616,0.5881751,Marine East Parade,Hastings,TN34 3FJ,0142 4451066,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
County Hospital,52.8072501,-2.1035317,Western Road,Stafford,ST16 3SA,0178 5255731,"Mon: 08:00 - 20:00, Tue: 08:00 - 20:00, Wed: 08:00 - 20:00, Thu: 08:00 - 20:00, Fri: 08:00 - 20:00, Sat: 08:00 - 20:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Thurrock Lifestyle Solutions (New Hall) - Stanford Locality Base,51.5236266,0.4458121,The Sorrells,Stanford-Le-Hope,SS17 7ES,0137 5640653,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Starbeck Central,54.0014178,-1.4953187,68A The High Street,Starbeck,HG2 0NB,0142 3887756,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: 10:00 - 13:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Staunton Country Park,50.8730762,-0.9856124,Middle Park Way,Havant,PO9 5HB,0239 2453405,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Stevenson College Edinburgh,55.9267259,-3.2899018,Bankhead Avenue,Edinburgh,EH11 4DE,0131 5354638,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Stewart Park - Vocational Training Centre,54.5397829,-1.2055853,The Grove,Middlesbrough,TS7 8AR,0164 2300202,"Mon: 11:00 - 16:00, Tue: 11:00 - 16:00, Wed: 11:00 - 16:00, Thu: 11:00 - 16:00, Fri: 11:00 - 16:00, Sat: 11:00 - 16:00, Sun: 11:00 - 16:00",,,,,,,,,,,,,,,
Stockbridge Village Neighbourhood Centre,53.4354636,-2.8654396,The Withens,Stockbridge Village,L28 1AB,0151 4432200,"Mon: 06:30 - 21:00, Tue: 06:30 - 21:00, Wed: 06:30 - 21:00, Thu: 06:30 - 21:00, Fri: 06:30 - 21:00, Sat: 09:00 - 17:00, Sun: 09:00 - 17:00",,,,,,,,,,,,,,,
Stockport Direct Centre,53.406007,-2.157354,Fred Perry House,Stockport,SK1 3UR,0181 2176191,"Mon: 08:30 - 17:00, Tue: 08:30 - 17:00, Wed: 08:30 - 17:00, Thu: 08:30 - 17:00, Fri: 08:30 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Stoke Bus Station,53.0227698,-2.176189,Bus Station,Stoke,ST1 3DX,0178 2233762,"Mon: 05:00 - 23:59, Tue: 05:00 - 23:59, Wed: 05:00 - 23:59, Thu: 05:00 - 23:59, Fri: 05:00 - 23:59, Sat: 05:00 - 23:59, Sun: 05:00 - 23:59",,,,,,,,,,,,,,,
Strangford Bay Lodge,54.4266896,-5.5459234,Abbacy Road,Portaferry,BT22 1HH,0284 2728350,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Street (The),54.2859558,-0.4040626,12 Lower Clark Street,Scarborough,YO12 7PW,0172 5480033,"Mon: 08:00 - 22:00, Tue: 08:00 - 22:00, Wed: 08:00 - 22:00, Thu: 08:00 - 22:00, Fri: 08:00 - 22:00, Sat: 09:00 - 17:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Summerleaze Beach Front,50.8318631,-4.5492708,Summerleaze Car Park,Cornwall,EX23 8HN,0120 8262800,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Summerlee Museum of Scottish Industrial Life,55.8648129,-4.0313233,Heritage Way,Coatbridge,ML5 1QD,0123 6638460,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Sun Lane Leisure,53.6822442,-1.4931066,Sun Lane,Wakefield,WF1 1JD,0192 4306001,"Mon: 06:30 - 21:45, Tue: 06:30 - 21:45, Wed: 06:30 - 21:45, Thu: 06:30 - 21:45, Fri: 06:30 - 21:45, Sat: 08:30 - 17:30, Sun: 08:30 - 17:30",,,,,,,,,,,,,,,
Sunderland Customers Service Centre,54.9060411,-1.3817685,31-32 Fewcett Street,Sunderland,SR1 2RE,0191 5618501,"Mon: 08:30 - 17:15, Tue: 08:30 - 17:15, Wed: 08:30 - 17:15, Thu: 08:30 - 17:15, Fri: 08:30 - 16:45, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Sunnybank Community Centre,53.5609138,-2.2774267,248 Sunnybank Road,Bury,BL9 8PT,0161 7962582,"Mon: 09:00 - 16:30, Tue: 09:00 - 16:30, Wed: 09:00 - 16:30, Thu: 09:00 - 16:30, Fri: 09:00 - 16:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Sutherland Swimming Pool Complex,57.9757165,-3.9764026,Back Road,Golspie,SM1 2SW,0140 8633437,"Mon: 10:00 - 21:00, Tue: 10:00 - 21:00, Wed: 10:00 - 21:00, Thu: 10:00 - 21:00, Fri: 10:00 - 21:00, Sat: 10:00 - 15:30, Sun: 10:00 - 15:30",,,,,,,,,,,,,,,
Sutton Centre for Independent Living and Learning (SCILL),51.3635893,-0.196867,3 Robin Hood Lane,Sutton,SM1 2SW,0208 7704065,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Sutton Station,51.3588231,-0.1912014,Brighton Road,Sutton,SM2 5AD,0845 1272920,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Swansea Civic Centre,51.6143642,-3.9505023,Oystermouth Road,Swansea,SA1 3SN,0179 2636000,"Mon: 11:00 - 21:00, Tue: 11:00 - 21:00, Wed: 11:00 - 21:00, Thu: 11:00 - 21:00, Fri: 11:00 - 21:00, Sat: 09:00 - 21:00, Sun: 11:00 - 17:00",,,,,,,,,,,,,,,
Swansea City Bus Station,51.6182015,-3.9467905,Plymouth Street,Swansea,SA1 3AR,0179 2461785,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Swansea Railway Station,51.6253482,-3.9413838,High Street,Swansea,SA1 1NU,0845 6061660,"Mon: 08:00 - 20:00, Tue: 08:00 - 20:00, Wed: 08:00 - 20:00, Thu: 08:00 - 20:00, Fri: 08:00 - 20:00, Sat: 08:00 - 20:00, Sun: 11:00 - 20:00",,,,,,,,,,,,,,,
Tain Royal Academy Community Complex,57.8081531,-4.0571479,Hartfield Road,Tain,IV19 1DX,0186 2893767,"Mon: 07:15 - 21:15, Tue: 07:15 - 21:15, Wed: 07:15 - 21:15, Thu: 07:15 - 21:15, Fri: 07:15 - 21:15, Sat: 09:30 - 13:30, Sun: 09:30 - 13:30",,,,,,,,,,,,,,,
Tate Modern,51.5077552,-0.0993497,Bankside,London,SE1 9GT,0207 8878888,"Mon: 10:00 - 18:00, Tue: 10:00 - 18:00, Wed: 10:00 - 18:00, Thu: 10:00 - 18:00, Fri: 10:00 - 22:00, Sat: 10:00 - 22:00, Sun: 10:00 - 18:00",,,,,,,,,,,,,,,
Teams Children's Centre,54.9579091,-1.623551,Rose Street,Gateshead,NE8 2PN,0191 4333000,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Tech North,53.8251078,-1.5344612,9 Harrogate Road,Leeds,LS7 3NB,0113 2243555,"Mon: 07:00 - 19:00, Tue: 07:00 - 19:00, Wed: 07:00 - 19:00, Thu: 07:00 - 19:00, Fri: 07:00 - 19:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Temple Newsam,53.7843303,-1.4597103,Temple Newsam Road,Leeds,LS15 0AE,0113 2645535,"Mon: 10:00 - 16:30, Tue: 10:00 - 16:30, Wed: 10:00 - 16:30, Thu: 10:00 - 16:30, Fri: 10:00 - 16:30, Sat: 10:00 - 16:30, Sun: 10:00 - 16:30",,,,,,,,,,,,,,,
Tesco Stourbridge,52.4573138,-2.1477836,Unit 9,Stourbridge,DY8 1YD,0345 6102915,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 22:00, Sun: 10:00 - 16:00",,,,,,,,,,,,,,,
Thanet Gateway Plus,51.3874384,1.3825768,Cecil Street,Margate,CT9 1RE,0300 0414141,"Mon: 09:00 - 19:00, Tue: 09:00 - 19:00, Wed: 09:00 - 19:00, Thu: 09:00 - 19:00, Fri: 09:00 - 20:00, Sat: 09:00 - 17:00, Sun: 09:00 - 17:00",,,,,,,,,,,,,,,
Thirsk Leisure Centre,54.2317182,-1.3419589,Chapel Street,Thirsk,YO7 1LT,0184 5522447,"Mon: 07:15 - 21:30, Tue: 07:15 - 21:30, Wed: 07:15 - 21:30, Thu: 07:15 - 21:30, Fri: 07:15 - 21:30, Sat: 07:45 - 20:00, Sun: 07:45 - 20:00",,,,,,,,,,,,,,,
Thomley Hall Centre,51.7787191,-1.0815137,Menmarsh Road,Bucks,HP18 8JZ,0184 4338380,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: 10:00 - 15:30, Sun: Contact for Information",,,,,,,,,,,,,,,
Thor House,58.5892209,-3.5401876,Provost Cormack Drive,Thurso,KW14 7EJ,0184 7896448,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Thornton Recreation Centre,53.7914181,-1.8216504,Leaventhorpe Lane,Bradford,BD13 3BH,0127 4883874,"Mon: 09:00 - 23:00, Tue: 07:30 - 23:00, Wed: 09:00 - 23:00, Thu: 07:30 - 23:00, Fri: 09:00 - 23:00, Sat: 09:00 - 18:00, Sun: 09:00 - 16:00",,,,,,,,,,,,,,,
Tiger 11 at Hillside,53.7808481,-1.5525514,Beeston Road,Leeds,LS11 8ND,0113 3876300,"Mon: 08:00 - 21:00, Tue: 08:00 - 21:00, Wed: 08:00 - 21:00, Thu: 08:00 - 21:00, Fri: 08:00 - 18:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Timber Lodge,51.5475926,-0.0149456,Honour Lea Avenue,London,E20 3BB,0207 2419076,"Mon: 08:00 - 20:00, Tue: 08:00 - 20:00, Wed: 08:00 - 20:00, Thu: 08:00 - 20:00, Fri: 08:00 - 20:00, Sat: 08:00 - 20:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Tinsley Green,53.4136336,-1.3980249,34a Norborough Road,Sheffield,S9 1SG,0114 2448899,"Mon: 08:00 - 18:00, Tue: 08:00 - 18:00, Wed: 08:00 - 18:00, Thu: 08:00 - 18:00, Fri: 08:00 - 18:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Tipton Leisure Centre,52.5301575,-2.0560937,Alexandra Road,Tipton,DY4 8TA,0300 0120121,"Mon: 07:00 - 21:45, Tue: 07:00 - 21:45, Wed: 07:00 - 21:45, Thu: 07:00 - 21:45, Fri: 07:00 - 21:45, Sat: 07:45 - 15:30, Sun: 07:45 - 15:30",,,,,,,,,,,,,,,
Tollcross International Swimming Centre,55.8457284,-4.1774152,360 Wellshott Road,Glasgow,G32 7QP,0141 2768282,"Mon: 07:00 - 22:00, Tue: 07:00 - 22:00, Wed: 07:00 - 22:00, Thu: 10:00 - 22:00, Fri: 07:00 - 22:00, Sat: 09:00 - 17:30, Sun: 09:00 - 17:30",,,,,,,,,,,,,,,
Tonbridge Gateway,51.1965344,0.2742883,Tonbridge Castle,Tonbridge,TN9 1BG,0173 2876322,"Mon: 08:30 - 17:00, Tue: 08:30 - 17:00, Wed: 08:30 - 17:00, Thu: 08:30 - 17:00, Fri: 08:30 - 17:00, Sat: 10:00 - 16:00, Sun: 10:00 - 16:00",,,,,,,,,,,,,,,
TouchBase,55.8520024,-4.2820442,43 Middlesex Street,Glasgow,G41 1EE,0141 4290294,"Mon: 09:00 - 17:30, Tue: 09:00 - 17:30, Wed: 09:00 - 17:30, Thu: 09:00 - 17:30, Fri: 09:00 - 17:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Town Hall,51.3453203,-2.9773425,Walliscote Grove,Weston-Super-Mare,BS23 1UJ,0193 4888888,"Mon: 08:30 - 20:00, Tue: 08:30 - 20:00, Wed: 08:30 - 20:00, Thu: 08:30 - 20:00, Fri: 08:30 - 20:00, Sat: 08:30 - 17:00, Sun: 10:00 - 19:00",,,,,,,,,,,,,,,
Trafford Centre (The),53.4625759,-2.3347713,Barton Dock Road,Manchester,M17 8AA,0161 7491717,"Mon: 10:00 - 22:00, Tue: 10:00 - 22:00, Wed: 10:00 - 22:00, Thu: 10:00 - 22:00, Fri: 10:00 - 22:00, Sat: 10:00 - 21:00, Sun: 12:00 - 18:00",,,,,,,,,,,,,,,
Tranmere Rovers Football Club,53.3764263,-3.0182733,Prenton Park,Tranmere,CH42 9PY,0871 2212001,"Mon: 09:00 - 21:00, Tue: 09:00 - 21:00, Wed: 09:00 - 21:00, Thu: 09:00 - 21:00, Fri: 09:00 - 21:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
"Trelawney Wing, Royal Cornwall Hospital",50.2666864,-5.09145,,Truro,TR1 3LJ,0187 2250000,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Trinity Leeds,53.7976289,-1.5451339,Albion Street,Leeds,LS1 5AT,0113 3942415,"Mon: 09:00 - 20:00, Tue: 09:00 - 20:00, Wed: 09:00 - 20:00, Thu: 09:00 - 20:00, Fri: 09:00 - 20:00, Sat: 09:00 - 20:00, Sun: 11:00 - 17:00",,,,,,,,,,,,,,,
Tryst Sports Complex,55.9475489,-3.9846666,Tryst Walk,Cumbernauld,G67 1EW,0123 6341960,"Mon: 09:30 - 21:00, Tue: 09:30 - 21:00, Wed: 09:30 - 21:00, Thu: 09:30 - 21:00, Fri: 09:30 - 21:00, Sat: 09:30 - 21:00, Sun: 09:30 - 21:00",,,,,,,,,,,,,,,
Tunbridge Wells Gateway,51.1349413,0.2633989,8 Grosvenor Road,Tunbridge Wells,TN1 2AB,0189 2526121,"Mon: 09:00 - 13:00, Tue: 09:00 - 13:00, Wed: 09:00 - 13:00, Thu: 09:00 - 13:00, Fri: 09:00 - 13:00, Sat: 10:00 - 16:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Tyne View Childrens Centre Redheugh Building,54.9579091,-1.623551,Rose Street,Gateshead,NE8 2PN,0181 4333000,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Tyne View Childrens Centre Tyne Building,54.9579091,-1.623551,Rose Street,Gateshead,NE8 2PN,0181 4333000,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Unicorn Centre,52.4715387,-2.150734,Brettell Lane,Stourbridge,DY8 4BP,0138 4813300,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:00, Wed: 09:00 - 16:00, Thu: 09:00 - 16:00, Fri: 09:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Union Square Shopping Centre,57.1433025,-2.0966968,Union Square,Aberdeen,AB11 5RG,0122 4254300,"Mon: 09:00 - 20:00, Tue: 09:00 - 20:00, Wed: 09:00 - 20:00, Thu: 09:00 - 20:00, Fri: 09:00 - 20:00, Sat: 09:00 - 19:00, Sun: 11:00 - 17:00",,,,,,,,,,,,,,,
Union Terrace Car Park,53.9669901,-1.0827577,,York,YO31 7EL,,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
University Hospital Wales,51.4823833,-3.4325711,Heath Park,Cardiff,CF71 7TN,0292 0747747,"Mon: 08:00 - 18:00, Tue: 08:00 - 18:00, Wed: 08:00 - 18:00, Thu: 08:00 - 18:00, Fri: 08:00 - 18:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
University of Bradford,53.7931553,-1.7663651,"Richmond Building, K Floor Carlton Wing",Bradford,BD7 1DP,0127 4232323,"Mon: 08:00 - 18:00, Tue: 08:00 - 18:00, Wed: 08:00 - 18:00, Thu: 08:00 - 18:00, Fri: 08:00 - 18:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
University of Dundee,56.4593976,-2.9824004,Dalhousie Building,Dundee,DD1 4HN,0138 2381313,"Mon: 08:00 - 17:00, Tue: 08:00 - 17:00, Wed: 08:00 - 17:00, Thu: 08:00 - 17:00, Fri: 08:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
University of Manchester,53.4610778,-2.228261,Oxford Road,Manchester,M13 9PT,0161 2755775,"Mon: 08:00 - 16:00, Tue: 08:00 - 16:00, Wed: 08:00 - 16:00, Thu: 08:00 - 16:00, Fri: 08:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Uttoxeter Leisure Centre,52.8966979,-1.8697708,Oldfields Road,Uttoxeter,ST14 7QL,0128 3508160,"Mon: 07:00 - 22:00, Tue: 07:00 - 22:00, Wed: 07:00 - 22:00, Thu: 07:00 - 22:00, Fri: 07:00 - 22:00, Sat: 08:00 - 17:00, Sun: 08:00 - 17:00",,,,,,,,,,,,,,,
Vauxhall Community Hub,52.62763,1.2851295,Johnson Place,Norwich,NR2 2SA,0160 3626014,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Victoria Embankment Gardens,51.5076459,-0.1217748,Near Villiers Street,London,WC2N 6NL,,"Mon: 07:30 - 23:00, Tue: 07:30 - 23:00, Wed: 07:30 - 23:00, Thu: 07:30 - 23:00, Fri: 07:30 - 23:00, Sat: 07:30 - 23:00, Sun: 07:30 - 23:00",,,,,,,,,,,,,,,
Victoria Gardens,51.6611646,-3.801344,Victoria Gardens,Neath,SA11 3BH,0777 5826093,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Victoria Hospital,56.1257688,-3.1617355,Hayfield Road,Kirkcaldy,KY2 5AH,0159 2643355,"Mon: 08:00 - 20:00, Tue: 08:00 - 20:00, Wed: 08:00 - 20:00, Thu: 08:00 - 20:00, Fri: 08:00 - 20:00, Sat: 13:30 - 18:30, Sun: 13:30 - 18:30",,,,,,,,,,,,,,,
Victoria Leisure Centre,52.954973,-1.1380721,Gedling Street,Nottingham,NG1 1DB,0115 8761600,"Mon: 06:30 - 21:00, Tue: 06:30 - 21:00, Wed: 06:30 - 21:00, Thu: 06:30 - 21:00, Fri: 06:30 - 21:00, Sat: 06:30 - 16:00, Sun: 06:30 - 16:00",,,,,,,,,,,,,,,
Viewpark Community Centre,55.8273191,-4.0666905,Old Edinburgh Road,Glasgow,G71 6PG,0169 8817500,"Mon: 08:00 - 22:00, Tue: 08:00 - 22:00, Wed: 08:00 - 22:00, Thu: 08:00 - 22:00, Fri: 08:00 - 22:00, Sat: 00:00 - 00:00, Sun: 00:00 - 00:00",,,,,,,,,,,,,,,
Vine (The),51.7338276,-1.3319638,11 Abingdon Road,Oxford,OX2 9QN,0136 7240407,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Vivis House Resource Centre,54.2434115,-0.7815665,Vivis Lane,Pickering,YO18 8TB,0175 1474740,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Waddon Leisure Centre,51.3642111,-0.11736,Purley Way,Croydon,CR0 4RG,0208 7600657,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 08:00 - 20:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Waendel Leisure Centre,52.3052675,-0.6884264,Thomas Street,Wellingborough,NN8 1DZ,0193 3221622,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 08:00 - 17:00, Sun: 08:00 - 17:00",,,,,,,,,,,,,,,
Wakefield College Skills Exchange,53.7114196,-1.3472638,Thunderhead Ridge,Castleford,WF10 4U8,0192 4789789,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Wakefield College Thornes Park,53.673529,-1.5110962,Wakefield College,Wakefield,WF2 8QZ,0192 4789789,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Wallisdown Heights Connect,50.7503358,-1.9207601,119 Canford Avenue,Bournemouth,BH11 8SH,0120 2537884,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:00, Wed: 09:00 - 16:00, Thu: 09:00 - 16:00, Fri: 09:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Walton Hall Gardens,53.3613662,-2.6024837,Walton Lea Road,Warrington,WA4 6SN,0192 5262908,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Walton on the Naze Changing Places,51.8454111,1.2680215,Southcliff Beach Promenade,Walton on the Naze,CO14 8EJ,0125 5686969,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Ware Road Day Services,51.8007269,-0.0581795,Ware Road,Hertford,SG13 7HX,0192 0461671,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:00, Wed: 09:00 - 16:00, Thu: 09:00 - 16:00, Fri: 09:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Ware Road Day Services (Facility 2),51.8007269,-0.0581795,Ware Road,Hertford,SG13 7TG,0192 0461671,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:00, Wed: 09:00 - 16:00, Thu: 09:00 - 16:00, Fri: 09:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Warminster Civic Centre,51.2042399,-2.1863029,Sambourne Road,Warminster,BA12 8LB,0198 5214847,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
